symbol,name,ann
SAV,Savingcoin,https://bitcointalk.org/index.php?topic=285621.0
PPL,Peoplecoin,https://bitcointalk.org/index.php?topic=295980.0
SHT,Shitcoin,https://bitcointalk.org/index.php?topic=307419.0
CIN,Cinnamoncoin,https://bitcointalk.org/index.php?topic=299221.0
BOC,Bountycoin,https://bitcointalk.org/index.php?topic=271729.0
TEK,Tekcoin,https://bitcointalk.org/index.php?topic=289490.0
NIG,Nigeriacoin,https://bitcointalk.org/index.php?topic=291233.0
GRA,Graincoin,https://bitcointalk.org/index.php?topic=361503.40.0
UFC,FederationCredits,https://bitcointalk.org/index.php?topic=280114.0
XMAS,Xmascoin,https://bitcointalk.org/index.php?topic=390020.0
MINT,Mintcoin,https://bitcointalk.org/index.php?topic=450381.0
BLK,Blackcoin,https://bitcointalk.org/index.php?topic=469640.0
ZEIT,Zeitcoin,https://bitcointalk.org/index.php?topic=487814.0
QBT,Qubits,https://bitcointalk.org/index.php?topic=345328.0
FLT,Fluttercoin,https://bitcointalk.org/index.php?topic=509499.0
BTE,Bytecoin,https://bitcointalk.org/index.php?topic=169559.0
XPM,Primecoin,https://bitcointalk.org/index.php?topic=251850.0
DTC,Datacoin,https://bitcointalk.org/index.php?topic=325735.0
CDN,CDNcoin,https://bitcointalk.org/index.php?topic=393190.0
FTW,pNUT,https://bitcointalk.org/index.php?topic=435232.0
MMC,Memorycoin,https://bitcointalk.org/index.php?topic=267522.0
ZET,Zetacoin,https://bitcointalk.org/index.php?topic=267545.0
TEA,Teacoin,https://bitcointalk.org/index.php?topic=434432.0
MYR,Myriadcoin,https://bitcointalk.org/index.php?topic=483515.0
CHC,Chaincoin,https://bitcointalk.org/index.php?topic=422149.0
SIC,Sifcoin,https://bitcointalk.org/index.php?topic=240894.0
QRK,Quark,https://bitcointalk.org/index.php?topic=260031.0
OBC,Obamacoin,https://bitcointalk.org/index.php?topic=281373.0
RVD,RVDcoin,https://bitcointalk.org/index.php?topic=357196.0
FZ,Frozencoin,https://bitcointalk.org/index.php?topic=366762.0
ATO,Atomcoin,https://bitcointalk.org/index.php?topic=371775.0
MOL,Molecule,https://bitcointalk.org/index.php?topic=371576.0
SEC,Secondcoin,https://bitcointalk.org/index.php?topic=381587.0
DARK,Darkcoin,https://bitcointalk.org/index.php?topic=1002259.0
CC,Cybercoin,https://bitcointalk.org/index.php?topic=1006415.0
Sync,Sync,https://bitcointalk.org/index.php?topic=607919.0
RTC,RIGHTCOIN,https://bitcointalk.org/index.php?topic=607076.0
MLGB,Malegebe,https://bitcointalk.org/index.php?topic=611614.0
ACC,Antarcticcoin,https://bitcointalk.org/index.php?topic=610049.0
KRYP,Kryptonite,https://bitcointalk.org/index.php?topic=606682.0
GRN,GraniteCoin,https://bitcointalk.org/index.php?topic=621544.0
PURE,PureCoin,https://bitcointalk.org/index.php?topic=627749.0
NAC,Napalcoin,https://bitcointalk.org/index.php?topic=623314.0
HPC,HAPPYCOIN,https://bitcointalk.org/index.php?topic=616114.0
suc,StarbucksCoin,https://bitcointalk.org/index.php?topic=625364.0
NL,Nanolite,https://bitcointalk.org/index.php?topic=626717.0
LTCX,LiteCoinX,https://bitcointalk.org/index.php?topic=624378.0
Iaura,Iaurab Coin,https://bitcointalk.org/index.php?topic=623193.0
BS,BitSlap,https://bitcointalk.org/index.php?topic=622985.0
Voot,VootCoin,https://bitcointalk.org/index.php?topic=639371.0
LIMX,LimeCoinX,https://bitcointalk.org/index.php?topic=637366.0
GRE,GoldReserve,https://bitcointalk.org/index.php?topic=641064.0
WCC,WorldCupCoin ,https://bitcointalk.org/index.php?topic=643166.0
MIN,MineralsCoin,https://bitcointalk.org/index.php?topic=641057.0
TRS,Triskelecoin,https://bitcointalk.org/index.php?topic=640056.0
KiB,Kibweecoin,https://bitcointalk.org/index.php?topic=642933.0
LIT,Lightcoin,https://bitcointalk.org/index.php?topic=649890.0
FRAC,Fractalcoin,https://bitcointalk.org/index.php?topic=650173.0
WVS,WaveCoin,https://bitcointalk.org/index.php?topic=653969.0
gue,Guerillacoin,https://bitcointalk.org/index.php?topic=656167.0
NeWO,NeWOcoin,https://bitcointalk.org/index.php?topic=650295.0
GOD,Godcoin,https://bitcointalk.org/index.php?topic=649099.0
HODOR,HODORCOIN,https://bitcointalk.org/index.php?topic=665818.0
SPCC,Sportcoin,https://bitcointalk.org/index.php?topic=659470.0
BULBA,BulbaCoin,https://cryptocointalk.com/topic/12900-bulbacoin-bulb-information/?hl=bulb
TRUST,TRUSTplus,https://bitcointalk.org/index.php?topic=659848.0
PP,PeerPay,https://bitcointalk.org/index.php?topic=661506.0
CSO,CSCoin,https://bitcointalk.org/index.php?topic=664262.0
MHYC,MachineryCoin,https://bitcointalk.org/index.php?topic=630150.0
LOL,LeagueCoin,https://bitcointalk.org/index.php?topic=622801.0
MIL,Millionaire Coin,https://bitcointalk.org/index.php?topic=633914.0
PIGGY,New Piggycoin,https://bitcointalk.org/index.php?topic=633803.0
BOOTY,TreasureHuntCoin,https://bitcointalk.org/index.php?topic=629372.0
LIN,Linearcoin,https://bitcointalk.org/index.php?topic=634063.0
SND,Soundcoin,https://bitcointalk.org/index.php?topic=598874.0
BBL,BitBlock,https://bitcointalk.org/index.php?topic=665159.0
FIRE,Firecoin,https://bitcointalk.org/index.php?topic=702951.0
CORE,CORE,https://bitcointalk.org/index.php?topic=962125.0
ALEA,Aleacoin,https://bitcointalk.org/index.php?topic=645938.0
ISIS,Isiscoin,https://bitcointalk.org/index.php?topic=675509.0
Dino,DinosaurCoin,https://bitcointalk.org/index.php?topic=678073.0
POS,PosCoin,https://bitcointalk.org/index.php?topic=680769.0
ANG,AngelCoin,https://bitcointalk.org/index.php?topic=681111.0
COF,CoffeeCoin,https://bitcointalk.org/index.php?topic=684675.0
SPATA,Spartacus,https://bitcointalk.org/index.php?topic=691134.0
BACK,Backpacker,https://bitcointalk.org/index.php?topic=693973.0
MInC,MinersCoin,https://bitcointalk.org/index.php?topic=766157.0
LIZE,Lizarde,https://bitcointalk.org/index.php?topic=683741.0
NHC,Neverhoodcoin,https://bitcointalk.org/index.php?topic=702466.0
City,CityCoin,https://bitcointalk.org/index.php?topic=704271.0
FBIT,FileBit,http://www.forum.filebit.me
LIMI,LimiCoin,https://bitcointalk.org/index.php?topic=715336.0
CRYSTAL,CrystalCoin,https://bitcointalk.org/index.php?topic=715316.0
BBC,BigBangCoin,https://bitcointalk.org/index.php?topic=716901.0
OT,OverTime,https://bitcointalk.org/index.php?topic=736588.0
XDE,DoubleEagle,https://bitcointalk.org/index.php?topic=736702.0
NMB,Nimbus,https://bitcointalk.org/index.php?topic=622323.0
GRYF,GryfenCoin,http://talk.gryfenco.in
VLT,VolatilityCoin,https://bitcointalk.org/index.php?topic=776463.0
HTML5,Swapping,https://bitcointalk.org/index.php?topic=801489.0
B1bl3,B1bl3Coin,https://bitcointalk.org/index.php?topic=827734.0
U,UCoin,https://bitcointalk.org/index.php?topic=855541.0
SRZ,SuarezCoin,https://bitcointalk.org/index.php?topic=672109.0
RW,RedWire,https://bitcointalk.org/index.php?topic=675416.0
XAN,Xanoncoin,https://bitcointalk.org/index.php?topic=689866.0
FVZ,FVZcoin,https://bitcointalk.org/index.php?topic=686225.0
ELTC,EliteCoin,https://bitcointalk.org/index.php?topic=702757.0
ESC,ESportsCoin,https://bitcointalk.org/index.php?topic=689852.0
TEX,Texas Coin,https://bitcointalk.org/index.php?topic=708747.0
MC,MultiCoin,https://bitcointalk.org/index.php?topic=703723.0
FUSE,Fusecoin,https://bitcointalk.org/index.php?topic=708717.0
WITCH,WitchCoin,https://bitcointalk.org/index.php?topic=713636.0
ZEB,Zebracoin,https://bitcointalk.org/index.php?topic=705384.0
CLD,XCloudcoin,https://bitcointalk.org/index.php?topic=702981.0
BTO,Bitore,https://bitcointalk.org/index.php?topic=714852.0
BIZ,BizCoin,https://bitcointalk.org/index.php?topic=725670.0
Pal,PalestineCoin,https://bitcointalk.org/index.php?topic=712124.0
MWC,MultiWalletCoin,https://bitcointalk.org/index.php?topic=752808.0
DSV,DSValue,https://bitcointalk.org/index.php?topic=695096.0
MAG,MagCoin,https://bitcointalk.org/index.php?topic=727297.0
VMINE,VMINE,https://bitcointalk.org/index.php?topic=709911.0
DEPO-GBP,DEPO,https://bitcointalk.org/index.php?topic=729189.0
XCR,CRYPTI,https://bitcointalk.org/index.php?topic=654463.0
X14,X14coin,https://bitcointalk.org/index.php?topic=670119.0
SOLE,Solecoin,https://bitcointalk.org/index.php?topic=730077.0
BCSH,BitCash,https://bitcointalk.org/index.php?topic=737857.0
CYX,Cryptex,https://bitcointalk.org/index.php?topic=702483.0
TMC,TheoremCoin,https://bitcointalk.org/index.php?topic=731983.0
RACE,Racecoin,https://bitcointalk.org/index.php?topic=734819.0
AMBER,AmberCoin,https://bitcointalk.org/index.php?topic=742928.0
LMR,LemurCoin,https://bitcointalk.org/index.php?topic=739681.0
CryptoXTC,CryptoXTC,https://bitcointalk.org/index.php?topic=728168.0
XURO,Xuro,https://bitcointalk.org/index.php?topic=745861.0
GLY,GOLDEN LOAF YANUKOVICH,https://cryptocointalk.com/topic/13229-8-20golden-loaf-yanukovich-gly/
Neos,Neoscoin,https://bitcointalk.org/index.php?topic=744291.0
EQX,Equinox,https://bitcointalk.org/index.php?topic=746191.0
CCB,CryptoClub,https://bitcointalk.org/index.php?topic=667866.0
TNZ,Tanzanite,https://bitcointalk.org/index.php?topic=778617.0
CRACK,CrackCoin,https://bitcointalk.org/index.php?topic=768678.0
CHILD,x-children,https://bitcointalk.org/index.php?topic=754195.0
ROS,ROSCOIN,https://bitcointalk.org/index.php?topic=769857.0
STC,scattercoin,https://bitcointalk.org/index.php?topic=788444.0
Envy,Envy Coin,https://bitcointalk.org/index.php?topic=797839.0
EXCL,Exclusive Coin,https://bitcointalk.org/index.php?topic=771755.0
DP,DigitalPrice,https://bitcointalk.org/index.php?topic=789847.0
METAL,MetalCoin,https://bitcointalk.org/index.php?topic=886655.0
GHOST,GhostCoin,https://bitcointalk.org/index.php?topic=803667.0
WSTL,WhistleCoin,https://bitcointalk.org/index.php?topic=813878.0
SPARK,Spark,https://bitcointalk.org/index.php?topic=826767.0
OPTI,OptimumCoin,https://bitcointalk.org/index.php?topic=856814.0
MOB,Mobcoin,https://bitcointalk.org/index.php?topic=873867.0
NKT,Nakamotodark,https://github.com/skrija/nakamotodark
LFTC,LFTCCoin,https://www.altcoincalendar.info/coins/971-LFTC
CBR,CryptoBancor,https://bitcointalk.org/index.php?topic=885002.0
WeTk,Weed Tokens,https://bitcointalk.org/index.php?topic=924331.0
DGORE,Dogegorecoin,https://bitcointalk.org/index.php?topic=938330.0
SMAC,SMAC Coin,https://bitcointalk.org/index.php?topic=952083.0
ZUR,Zurcoin,https://bitcointalk.org/index.php?topic=391806.0
VNL,Vanillacoin,https://bitcointalk.org/index.php?topic=977245.0
ANI,Animecoin,https://bitcointalk.org/index.php?topic=451343.0
WIKI,Wikicoin,https://bitcointalk.org/index.php?topic=444014.0
UNC,Unioncoin,https://bitcointalk.org/index.php?topic=365399.0
MTS,Metiscoin,https://bitcointalk.org/index.php?topic=424517.0
OFF,Cthulhu Offerings,https://bitcointalk.org/index.php?topic=294383.0
TBC,Bullcoin,https://bitcointalk.org/index.php?topic=409903.0
PRT,Particle,https://bitcointalk.org/index.php?topic=392804.0
DOUG,Dougcoin,https://bitcointalk.org/index.php?topic=464041.0
MET,Metacoin,https://bitcointalk.org/index.php?topic=454848.0
SOMA,Somacoin,https://bitcointalk.org/index.php?topic=444273.0
QB,QuarkBar,https://bitcointalk.org/index.php?topic=488455.0
SRC,SecureCoin,https://bitcointalk.org/index.php?topic=270852.0
DIME,DimeCoin,https://bitcointalk.org/index.php?topic=382164.0
MUE,MonetaryUnit,https://bitcointalk.org/index.php?topic=778322.0
CLR,Copperlark,https://bitcointalk.org/index.php?topic=227252.0
ECN,eCoin,https://bitcointalk.org/index.php?topic=400323.0
MAX,Maxcoin,https://bitcointalk.org/index.php?topic=438150.0
GRC,Gridcoin,https://bitcointalk.org/index.php?topic=320750.0
TGC,Tigercoin,https://bitcointalk.org/index.php?topic=289312.0
SKC,Skeincoin,https://bitcointalk.org/index.php?topic=322828.0
XDC,Xedoscoin,https://bitcointalk.org/index.php?topic=445651.0
ASC,AsicCoin,https://bitcointalk.org/index.php?topic=292501.0
BET,Betacoin,https://bitcointalk.org/index.php?topic=321266.0
UNO,Unobtanium,https://bitcointalk.org/index.php?topic=313126.0
AMK,AmKoin,https://bitcointalk.org/index.php?topic=454106.0
RKC,ReikiCoin,https://bitcointalk.org/index.php?topic=343615.0
NYM,Naanayam,https://bitcointalk.org/index.php?topic=325902.0
CURE,Curecoin,https://bitcointalk.org/index.php?topic=197773.0
HUC,Huntercoin,https://bitcointalk.org/index.php?topic=300538.0
KMC,Kimcoin,https://bitcointalk.org/index.php?topic=299906.0
GLB,Globe,https://bitcointalk.org/index.php?topic=360255.0
SNC,Snowcoin,https://bitcointalk.org/index.php?topic=359948.0
SSC,Siriuscoin,https://bitcointalk.org/index.php?topic=394146.0
AAC,AllAgesCoin,https://bitcointalk.org/index.php?topic=386973.0
BLC,Blakecoin,https://bitcointalk.org/index.php?topic=306894.0
PHO,Photon,https://bitcointalk.org/index.php?topic=478136.0
365,365Coin,https://bitcointalk.org/index.php?topic=492311.0
SPICE,Melange,https://bitcointalk.org/index.php?topic=430816.0
INK,INKcoin,https://bitcointalk.org/index.php?topic=481516.0
LGBT,Rainbowcoin,https://bitcointalk.org/index.php?topic=467851.0
LOOT,CryptoLoot,https://cryptocointalk.com/topic/5092-ann-cryptoloot-sha-256-get-your-loot/
TAK,Takeicoin,https://bitcointalk.org/index.php?topic=452902.0
RIC,Riecoin,https://cryptocointalk.com/topic/4250-annric-riecoin-new-prime-numbers-pow-coin-launches-feb-11-2014/
PWNY,Pwnycoin,https://bitcointalk.org/index.php?topic=464274.0
LUC,Lusocoin,https://cryptocointalk.com/topic/4474-lusocoin-luc-information/
POD,Podcoin,https://bitcointalk.org/index.php?topic=465846.0
GAY,Gaycoin,https://bitcointalk.org/index.php?topic=465940.0
CKE,Cookies,https://bitcointalk.org/index.php?topic=462272.0
ORO,Orobit,https://cryptocointalk.com/topic/4341-orobit-coin/
BEN,Benjamins,https://bitcointalk.org/index.php?topic=444543.0
HXC,Helixcoin,https://bitcointalk.org/index.php?topic=489172.0
CTD,CateDoge,https://bitcointalk.org/index.php?topic=528453.0
ARS,Arkenstone,https://bitcointalk.org/index.php?topic=608482.0
BTN,BitcoinNEW,https://bitcointalk.org/index.php?topic=610673.0
CX,XtraCoin,https://bitcointalk.org/index.php?topic=596545.0
ABC,AngryBirdsCoin,https://bitcointalk.org/index.php?topic=634850.0
PRO,PAYPRO Coin,https://bitcointalk.org/index.php?topic=643028.0
EIC,CANTORcoin,http://crypto-coins-table.com/coins/EIC/Cantorcoin.html
ChC,CHARONscoin,http://crypto-coins-table.com/coins/CHCO/CHARONscoin.html
BULL,BlueBullCoin,https://bitcointalk.org/index.php?topic=659757.0
GSY,GenesysCoin,https://bitcointalk.org/index.php?topic=1144365.0
ODNT,Old Dogs New Tricks,https://bitcointalk.org/index.php?topic=1159567.0
PHR,#PHREAK,https://bitcointalk.org/index.php?topic=1173380.0
STEPS,STEPS,https://bitcointalk.org/index.php?topic=1173385.0
LOG,Woodcoin,https://bitcointalk.org/index.php?topic=831003.0
GUINEA,Guinea,https://bitcointalk.org/index.php?topic=676478.0
SOV,Sovereign,https://bitcointalk.org/index.php?topic=676478.0
eTaler,Electric Taler,https://bitcointalk.org/index.php?topic=680364.0
BTCD,BitcoinDark,https://bitcointalk.org/index.php?topic=684090.0
ACOIN,Acoin,https://bitcointalk.org/index.php?topic=761818.0
TTY,Trinity,https://bitcointalk.org/index.php?topic=695149.0
UBTC,Umbrella-BTC,https://bitcointalk.org/index.php?topic=687265.0
BTI,Instant Coin,https://bitcointalk.org/index.php?topic=693243.0
YLC,YellowLionCoin,https://bitcointalk.org/index.php?topic=714088.0
PAC,Pleiades Coin,https://bitcointalk.org/index.php?topic=734531.0
DRX,Darkfox,https://bitcointalk.org/index.php?topic=730801.0
NEOS,Neoscoin IPO,https://cryptocointalk.com/topic/14218-neoscoin-neos-information/page-2#entry120023
ASD,ASDCoin,http://asdcoin.com/forum
REB,Rebirthcoin,https://bitcointalk.org/index.php?topic=722445.0
BIG,BIGBullion,https://bitcointalk.org/index.php?topic=715904.0
XMG,Magi,https://bitcointalk.org/index.php?topic=735170.0
AXR,Axron,https://bitcointalk.org/index.php?topic=738534.0
MOBI,MobiusCoin,https://bitcointalk.org/index.php?topic=774762.0
NODE,NODECoin,https://bitcointalk.org/index.php?topic=590421.0
AU,Aurumcoin,https://bitcointalk.org/index.php?topic=793502.0
PPCD,PeercoinDark,https://bitcointalk.org/index.php?topic=832845.0
DOGEBC,DOGEBLACKCOIN,https://bitcointalk.org/index.php?topic=819211.0
PPCD,PeercoinDark,https://bitcointalk.org/index.php?topic=832845.0
FUD,FUDcoin,https://bitcointalk.org/index.php?topic=856352.0
FLIRT,FlirtCoin,https://bitcointalk.org/index.php?topic=867068.0
URAN,URANUSCOIN,https://bitcointalk.org/index.php?topic=855647.0
PIMP,PimpCash,https://bitcointalk.org/index.php?topic=871506.0
FLIRT,Flirt Life,https://bitcointalk.org/index.php?topic=867068.0
DECR,DecryptRcoin,https://bitcointalk.org/index.php?topic=926536.0
PAYER,ePAYERCOIN,https://bitcointalk.org/index.php?topic=952259.0
IQD,Dinarcoin,https://bitcointalk.org/index.php?topic=494685.0
IMP,Imperialcoin,https://bitcointalk.org/index.php?topic=493737.0
OAC,Overly Attached Coin,https://bitcointalk.org/index.php?topic=552057.0
MTX,Matrixcoin,https://bitcointalk.org/index.php?topic=553703.0
SUP,SupCoin,https://bitcointalk.org/index.php?topic=950084.0
NXT,NXT,https://bitcointalk.org/index.php?topic=303898.0
NZ,NeXT Horizon,https://bitcointalk.org/index.php?topic=551666.0
NAS,NAS,https://bitcointalk.org/index.php?topic=523187.0
Burst,Burst,https://bitcointalk.org/index.php?topic=731923.0
ARN,ArenaCoin,https://bitcointalk.org/index.php?topic=852050.0
STB,STABLE,https://bitcointalk.org/index.php?topic=886555.0
SKULL,SKULLCOIN,https://bitcointalk.org/index.php?topic=733916.0
XPH,Pathfinder,https://bitcointalk.org/index.php?topic=778707.0
VDO,Vidio,https://bitcointalk.org/index.php?topic=779552.0
NTX,NTXcoin,https://bitcointalk.org/index.php?topic=625668.0
FIMK,FIMKrypto,http://gry.io/2014/07/23/fimkrypto-fimk/
NODE,NODE,https://bitcointalk.org/index.php?topic=590421.0
NBT,NuBits,https://bitcointalk.org/index.php?topic=789964.0
XRP,Ripple,https://bitcointalk.org/index.php?topic=301635.0
XNP,NetPay,https://bitcointalk.org/index.php?topic=303011.0
Splash,Splash,https://bitcointalk.org/index.php?topic=372486.0
Radix,Radix,https://bitcointalk.org/index.php?topic=500209.0
XLM,Stellar,https://bitcointalk.org/index.php?topic=719019.0
FCN,Fantomcoin,https://bitcointalk.org/index.php?topic=598823.0
XMR,Monero,https://bitcointalk.org/index.php?topic=583449.0
AEON,AEON,https://bitcointalk.org/index.php?topic=641696.0
QCN,QuazarCoin,https://bitcointalk.org/index.php?topic=615732.0
MNT,MountCoin,https://bitcointalk.org/index.php?topic=631908.0
XDN,DigitalNote,https://bitcointalk.org/index.php?topic=788916.0
BBR,Boolberry,https://bitcointalk.org/index.php?topic=577267.0
MCN,MonetaVerde,https://bitcointalk.org/index.php?topic=657820.0
OEC,OneEvilCoin,https://bitcointalk.org/index.php?topic=693540.0
CNC,CryptoNoteCoin,https://bitcointalk.org/index.php?topic=686485.0
INF8,Infinium-8,https://bitcointalk.org/index.php?topic=698727.0
ASAP,ASAPcoin,https://bitcointalk.org/index.php?topic=705494.0
CRR,CherryNote,https://bitcointalk.org/index.php?topic=695608.0
RD,Red Wind,https://bitcointalk.org/index.php?topic=904485.0
DOSH,Dosh-Kapital,https://bitcointalk.org/index.php?topic=734295.0
DBK,DiamondBack,https://bitcointalk.org/index.php?topic=741340.0
SBK,Silverback,https://bitcointalk.org/index.php?topic=741346.0
DB,DoctorByte,https://bitcointalk.org/index.php?topic=893230.0
DSH,Dashcoin,https://bitcointalk.org/index.php?topic=678232.0
XTV,Tavos,https://bitcointalk.org/index.php?topic=1126558.0
XPB,Pebblecoin,https://bitcointalk.org/index.php?topic=909624.0
DNC,DarkNetCoin,https://bitcointalk.org/index.php?topic=818365.0
